State,Date,Negative Impact,% SB having decrease in revenue,Approx. Mean Revenue,Full Name,% SB close for at least one day,% SB having disruptions in supply chain,% SB shift production/services,% SB only do pickup/delivery,Approx. Days Till Normal,% SB having decrease in paid employee,% SB having decrease in paid employee work hours,Approx. Days Cash on Hand Can Cover,% SB missed loan payment,% SB missed other scheduled payment,% SB requested financial assistance from PPP,% SB received financial assistance from PPP,% SB not received financial assistance from Federal program
IN,2020-06-06,77.5,0.45799999999999996,113551.5,Indiana,0.16899999999999998,0.361,0.057999999999999996,0.07400000000000001,239.64000000000004,0.071,0.215,67.201,0.037000000000000005,0.094,0.746,0.7340000000000001,0.247
KS,2020-06-06,76.29999999999998,0.426,125251.0,Kansas,0.096,0.32299999999999995,0.059000000000000004,0.07200000000000001,183.72000000000003,0.055999999999999994,0.183,58.2325,,0.107,0.7829999999999999,0.7659999999999999,0.223
KY,2020-06-06,83.1,0.53,107526.5,Kentucky,0.27899999999999997,0.369,,0.136,266.37,0.121,0.256,57.981500000000004,,0.11900000000000001,0.713,0.705,0.21
LA,2020-06-06,85.2,0.507,117378.5,Louisiana,0.23199999999999998,0.322,0.077,0.083,241.46999999999997,0.08,0.228,59.88,,0.114,0.8190000000000001,0.7759999999999999,0.17800000000000002
MA,2020-06-06,83.8,0.523,116266.25,Massachusetts,0.361,0.387,0.077,0.147,276.57,0.17,0.258,82.49450000000002,0.06,0.14800000000000002,0.757,0.7490000000000001,0.2
MD,2020-06-06,76.8,0.499,125349.0,Maryland,0.256,0.33,0.05,0.10300000000000001,255.0,0.156,0.278,80.16300000000001,0.033,0.159,0.715,0.6759999999999999,0.284
ME,2020-06-06,91.10000000000001,0.552,86887.25,Maine,0.311,0.42200000000000004,0.09,0.133,298.74,0.095,0.245,63.587500000000006,,0.129,0.67,0.664,0.263
MI,2020-06-06,85.69999999999999,0.532,107827.75,Michigan,0.313,0.373,0.05,0.127,271.635,0.158,0.289,77.23100000000001,0.045,0.165,0.7609999999999999,0.716,0.235
MN,2020-06-06,79.5,0.496,123913.25,Minnesota,0.2,0.375,0.036000000000000004,0.091,280.185,0.11800000000000001,0.249,66.34450000000001,0.02,0.114,0.778,0.7509999999999999,0.218
MO,2020-06-06,77.7,0.45799999999999996,104298.0,Missouri,0.155,0.37799999999999995,0.049,0.102,255.71999999999997,0.12300000000000001,0.201,57.4935,0.038,0.086,0.76,0.735,0.203
MS,2020-06-06,79.5,0.39899999999999997,124876.0,Mississippi,0.179,0.47200000000000003,,0.076,235.00500000000002,,0.203,60.202,,0.14400000000000002,0.794,0.7859999999999999,0.14800000000000002
MT,2020-06-06,77.0,0.413,36646.0,Montana,0.174,0.405,,,180.20999999999998,0.111,0.185,56.50399999999999,,0.091,0.6759999999999999,0.653,0.298
NC,2020-06-06,83.39999999999999,0.486,98454.0,North Carolina,0.171,0.35200000000000004,0.053,0.07,269.94000000000005,0.105,0.22899999999999998,68.26549999999999,0.051,0.10400000000000001,0.7340000000000001,0.7040000000000001,0.265
ND,2020-06-06,78.8,0.475,17262.75,North Dakota,0.207,0.325,,,158.19,0.145,0.354,36.581999999999994,,,0.76,0.727,0.22
NE,2020-06-06,85.3,0.45399999999999996,138587.5,Nebraska,0.135,0.35700000000000004,,0.107,165.18,0.066,0.2,49.849999999999994,,0.092,0.8340000000000001,0.847,0.139
NH,2020-06-06,84.00000000000001,0.493,83599.5,New Hampshire,0.218,0.313,,0.094,258.40500000000003,0.165,0.252,64.976,,0.156,0.777,0.76,0.222
NJ,2020-06-06,87.60000000000001,0.557,107203.25,New Jersey,0.34299999999999997,0.377,0.057,0.139,294.28499999999997,0.139,0.27,75.32549999999999,0.069,0.231,0.741,0.6920000000000001,0.249
NM,2020-06-06,79.5,0.478,56899.75,New Mexico,0.29600000000000004,0.368,0.078,0.124,245.83500000000004,0.184,0.29600000000000004,70.77,,0.156,0.5820000000000001,0.537,0.406
NV,2020-06-06,81.1,0.513,107667.25,Nevada,0.298,0.33799999999999997,,0.086,285.59999999999997,0.159,0.257,76.77449999999999,0.043,0.147,0.737,0.674,0.3
NY,2020-06-06,86.5,0.5870000000000001,96416.0,New York,0.424,0.39,0.061,0.132,284.745,0.19699999999999998,0.304,81.10750000000002,0.07200000000000001,0.24,0.745,0.713,0.235
OH,2020-06-06,80.10000000000001,0.498,118869.25,Ohio,0.161,0.344,0.047,0.062,258.345,0.14,0.275,90.388,0.048,0.11900000000000001,0.802,0.772,0.187
OK,2020-06-06,81.69999999999999,0.484,101039.25,Oklahoma,0.168,0.322,0.039,0.064,233.88,0.07,0.161,57.4795,0.062,0.1,0.7659999999999999,0.753,0.20600000000000002
OR,2020-06-06,81.5,0.51,114034.5,Oregon,0.242,0.39,0.067,0.091,280.125,0.098,0.249,94.64900000000002,0.063,0.142,0.6940000000000001,0.664,0.27899999999999997
PA,2020-06-06,80.5,0.496,111971.0,Pennsylvania,0.327,0.34299999999999997,0.040999999999999995,0.13,270.46500000000003,0.152,0.26,84.758,0.054000000000000006,0.166,0.7759999999999999,0.746,0.20199999999999999
PR,2020-06-06,92.60000000000001,0.742,56271.25,Puerto Rico,0.573,0.40700000000000003,0.09,0.201,210.04500000000002,0.215,0.483,49.643,0.077,0.255,0.695,0.675,0.239
RI,2020-06-06,80.89999999999999,0.55,65557.5,Rhode Island,0.282,0.35200000000000004,,,180.09,,0.20199999999999999,43.55200000000001,,0.11900000000000001,0.655,0.649,0.293
SC,2020-06-06,73.49999999999999,0.545,104744.0,South Carolina,0.168,0.35600000000000004,0.049,0.098,234.735,0.07200000000000001,0.221,60.38449999999999,0.045,0.114,0.7040000000000001,0.6679999999999999,0.3
SD,2020-06-06,71.10000000000001,0.396,20980.0,South Dakota,0.149,0.243,,,167.24999999999997,,0.185,63.1445,,,0.7070000000000001,0.6859999999999999,0.27399999999999997
TN,2020-06-06,76.1,0.46399999999999997,127342.5,Tennessee,0.17,0.354,0.053,0.077,264.80999999999995,0.09699999999999999,0.22899999999999998,62.101,0.069,0.107,0.772,0.752,0.2
TX,2020-06-06,80.6,0.505,120921.0,Texas,0.207,0.349,0.055,0.094,273.33000000000004,0.11599999999999999,0.256,87.03300000000002,0.05,0.147,0.759,0.723,0.244
UT,2020-06-06,71.2,0.436,111614.25,Utah,0.145,0.344,0.044000000000000004,0.05,257.415,0.07400000000000001,0.23800000000000002,70.40950000000001,,0.07,0.7,0.6859999999999999,0.29100000000000004
VA,2020-06-06,76.3,0.429,123268.0,Virginia,0.23600000000000002,0.354,0.036000000000000004,0.1,260.38500000000005,0.109,0.248,88.16850000000001,0.047,0.122,0.7240000000000001,0.679,0.28
VT,2020-06-06,89.1,0.485,44311.0,Vermont,0.337,0.409,,0.132,195.67499999999998,0.196,0.326,61.6285,,0.10400000000000001,0.632,0.621,0.297
WA,2020-06-06,83.29999999999998,0.556,98879.25,Washington,0.294,0.325,0.059000000000000004,0.10099999999999999,270.46500000000003,0.153,0.29600000000000004,97.9365,0.063,0.156,0.7070000000000001,0.65,0.285
WI,2020-06-06,78.99999999999999,0.446,105983.75,Wisconsin,0.188,0.38799999999999996,0.04,0.09,246.315,0.132,0.249,63.4015,0.040999999999999995,0.121,0.772,0.759,0.203
WV,2020-06-06,87.7,0.509,76845.0,West Virginia,0.141,0.373,,,166.74,,0.222,43.733999999999995,,,0.7979999999999999,0.77,0.20800000000000002
WY,2020-06-06,85.3,0.361,23745.0,Wyoming,0.142,0.33399999999999996,,,278.94,,0.297,43.02600000000001,,,0.6579999999999999,0.625,0.337
AK,2020-06-13,76.2,0.49,40375.0,Alaska,0.21,0.331,,0.12,257.04,0.154,0.285,47.339999999999996,,0.133,0.551,0.49,0.391
AL,2020-06-13,76.4,0.39,129712.0,Alabama,0.128,0.38799999999999996,0.039,0.048,192.53999999999996,0.068,0.19,54.683499999999995,,0.079,0.825,0.807,0.14300000000000002
AR,2020-06-13,73.6,0.442,125984.25,Arkansas,0.146,0.37,0.05,0.094,216.885,0.11599999999999999,0.20600000000000002,55.783500000000004,,0.098,0.763,0.7509999999999999,0.22
AZ,2020-06-13,77.3,0.408,113431.25,Arizona,0.153,0.324,0.053,0.08,248.1,0.075,0.212,88.05,0.05,0.11599999999999999,0.727,0.6920000000000001,0.266
CA,2020-06-13,83.2,0.496,108645.75,California,0.301,0.35100000000000003,0.063,0.10400000000000001,273.33000000000004,0.14400000000000002,0.276,94.18250000000002,0.057,0.184,0.7340000000000001,0.693,0.261
CO,2020-06-13,78.1,0.42700000000000005,105026.0,Colorado,0.153,0.33799999999999997,0.064,0.046,241.485,0.10300000000000001,0.18899999999999997,101.924,0.033,0.11800000000000001,0.7140000000000001,0.6759999999999999,0.285
CT,2020-06-13,76.29999999999998,0.423,125949.0,Connecticut,0.223,0.336,0.04,0.102,259.635,0.11199999999999999,0.228,69.83449999999999,0.033,0.145,0.795,0.77,0.209
DC,2020-06-13,90.10000000000001,0.52,64470.00000000001,District of Columbia,0.389,0.235,,,287.21999999999997,,0.20199999999999999,79.4515,,0.26,0.797,0.802,0.198
DE,2020-06-13,81.5,0.40299999999999997,19569.25,Delaware,0.19,0.326,,,166.455,,0.217,71.55600000000001,,0.105,0.634,0.618,0.364
FL,2020-06-13,80.8,0.418,99283.25,Florida,0.168,0.289,0.055,0.07200000000000001,229.09500000000003,0.091,0.20199999999999999,88.3355,0.044000000000000004,0.129,0.7290000000000001,0.701,0.263
GA,2020-06-13,80.80000000000001,0.41600000000000004,121807.25,Georgia,0.17300000000000001,0.326,0.025,0.06,261.27,0.08199999999999999,0.22699999999999998,93.3345,0.053,0.152,0.7979999999999999,0.763,0.18
HI,2020-06-13,86.9,0.532,21394.75,Hawaii,0.284,0.317,,,298.2,0.156,0.33299999999999996,64.438,,0.213,0.777,0.757,0.212
IA,2020-06-13,79.1,0.41100000000000003,109398.0,Iowa,0.078,0.3,0.05,0.071,247.995,0.055999999999999994,0.175,57.1335,0.033,0.069,0.794,0.7709999999999999,0.185
ID,2020-06-13,77.49999999999999,0.376,95267.5,Idaho,0.115,0.344,,0.07200000000000001,137.685,0.11599999999999999,0.207,58.54900000000001,,0.062,0.634,0.608,0.344
IL,2020-06-13,81.89999999999999,0.46799999999999997,104974.0,Illinois,0.273,0.337,0.064,0.09300000000000001,265.005,0.10300000000000001,0.264,88.61400000000002,0.032,0.149,0.747,0.7290000000000001,0.24100000000000002
IN,2020-06-13,76.5,0.395,114493.0,Indiana,0.132,0.317,0.05,0.092,221.16,0.091,0.195,68.2085,0.033,0.08800000000000001,0.7290000000000001,0.708,0.272
KS,2020-06-13,79.3,0.442,113828.0,Kansas,0.12300000000000001,0.336,,0.085,212.775,0.07400000000000001,0.182,65.5235,,0.08900000000000001,0.679,0.6679999999999999,0.23600000000000002
KY,2020-06-13,77.89999999999999,0.42700000000000005,127576.75,Kentucky,0.16,0.35600000000000004,,0.124,273.64500000000004,0.13699999999999998,0.243,47.82849999999999,,0.10400000000000001,0.752,0.727,0.223
LA,2020-06-13,84.3,0.46299999999999997,111503.5,Louisiana,0.20600000000000002,0.301,0.07,0.051,239.265,0.111,0.239,55.498999999999995,,0.147,0.8079999999999999,0.7879999999999999,0.18
MA,2020-06-13,81.2,0.413,109909.75,Massachusetts,0.237,0.305,0.045,0.095,284.83500000000004,0.11900000000000001,0.19699999999999998,100.37450000000001,0.031,0.129,0.7609999999999999,0.738,0.21100000000000002
MD,2020-06-13,83.2,0.426,115849.25,Maryland,0.263,0.312,0.055999999999999994,0.10400000000000001,266.11500000000007,0.134,0.293,68.779,0.049,0.156,0.7829999999999999,0.742,0.21899999999999997
ME,2020-06-13,87.1,0.433,64437.75,Maine,0.258,0.353,,0.07400000000000001,310.9050000000001,0.111,0.24100000000000002,66.79999999999998,,0.151,0.768,0.76,0.21
MI,2020-06-13,86.7,0.419,108033.25,Michigan,0.262,0.35600000000000004,0.040999999999999995,0.096,257.31000000000006,0.14800000000000002,0.242,87.1005,0.033,0.131,0.741,0.711,0.23
MN,2020-06-13,74.19999999999999,0.42,123754.25,Minnesota,0.18600000000000003,0.341,0.034,0.057,254.32500000000002,0.126,0.22399999999999998,99.564,0.043,0.099,0.759,0.74,0.213
MO,2020-06-13,81.89999999999999,0.44,112268.25,Missouri,0.134,0.37799999999999995,0.036000000000000004,0.067,260.96999999999997,0.096,0.20800000000000002,65.6235,0.034,0.12,0.8109999999999999,0.7959999999999999,0.16899999999999998
MS,2020-06-13,76.49999999999999,0.43,111467.5,Mississippi,0.145,0.32,,0.11599999999999999,205.60500000000002,0.127,0.18100000000000002,44.0475,,0.115,0.8220000000000001,0.807,0.132
MT,2020-06-13,69.8,0.379,27310.25,Montana,0.09699999999999999,0.435,,,170.85000000000002,0.055,0.162,35.686499999999995,,0.08199999999999999,0.746,0.728,0.193
NC,2020-06-13,75.1,0.44,102471.0,North Carolina,0.174,0.32299999999999995,0.04,0.051,225.87,0.08900000000000001,0.23199999999999998,92.55499999999999,0.037000000000000005,0.10099999999999999,0.727,0.6920000000000001,0.275
ND,2020-06-13,77.6,0.361,20082.5,North Dakota,0.23600000000000002,0.282,,,168.345,0.16899999999999998,0.33399999999999996,44.7615,,,0.7929999999999999,0.7929999999999999,0.18899999999999997
NE,2020-06-13,77.8,0.35200000000000004,91631.25,Nebraska,0.136,0.305,,,177.39000000000001,0.073,0.19699999999999998,76.35700000000001,,0.073,0.836,0.835,0.127
NH,2020-06-13,85.5,0.434,117560.0,New Hampshire,0.16699999999999998,0.361,0.062,0.09,268.5,0.135,0.19399999999999998,66.07750000000001,,0.153,0.809,0.785,0.152
NJ,2020-06-13,84.2,0.483,104279.5,New Jersey,0.342,0.408,0.079,0.133,259.215,0.158,0.251,79.607,0.057999999999999996,0.205,0.741,0.6890000000000001,0.256
NM,2020-06-13,76.4,0.368,118656.25,New Mexico,0.179,0.313,,0.078,172.98,,0.155,67.5175,,0.09300000000000001,0.733,0.695,0.28
NV,2020-06-13,83.2,0.44299999999999995,101708.25,Nevada,0.17800000000000002,0.29,,0.062,271.575,0.171,0.233,62.573499999999996,0.062,0.209,0.7759999999999999,0.7290000000000001,0.20600000000000002
NY,2020-06-13,86.9,0.49700000000000005,98782.5,New York,0.39799999999999996,0.37200000000000005,0.061,0.11800000000000001,279.345,0.152,0.257,80.156,0.079,0.223,0.743,0.7020000000000001,0.222
OH,2020-06-13,74.79999999999998,0.396,128405.25,Ohio,0.128,0.325,0.053,0.040999999999999995,246.45,0.1,0.185,69.5835,0.04,0.114,0.797,0.767,0.20800000000000002
OK,2020-06-13,80.3,0.386,90496.5,Oklahoma,0.182,0.321,0.07200000000000001,0.078,233.39999999999998,0.09300000000000001,0.214,63.638000000000005,,0.126,0.762,0.736,0.22899999999999998
OR,2020-06-13,77.9,0.391,111230.0,Oregon,0.20199999999999999,0.332,0.052000000000000005,0.066,265.935,0.094,0.228,94.17949999999999,0.053,0.15,0.7120000000000001,0.6679999999999999,0.299
PA,2020-06-13,82.6,0.419,110434.75,Pennsylvania,0.273,0.321,0.06,0.109,251.67,0.131,0.239,84.3935,0.048,0.139,0.742,0.7020000000000001,0.263
PR,2020-06-13,90.10000000000001,0.551,33384.0,Puerto Rico,0.415,0.426,0.115,0.209,208.63500000000005,0.239,0.391,50.44550000000001,0.133,0.325,0.6659999999999999,0.635,0.20800000000000002
RI,2020-06-13,83.3,0.5720000000000001,55369.75,Rhode Island,0.222,0.375,,,121.25999999999999,0.124,0.251,62.010000000000005,,0.157,0.785,0.755,0.183
SC,2020-06-13,81.2,0.461,94639.0,South Carolina,0.136,0.324,0.046,0.055999999999999994,252.35999999999996,0.062,0.20600000000000002,61.7975,0.044000000000000004,0.138,0.752,0.732,0.22399999999999998
SD,2020-06-13,79.89999999999999,0.47600000000000003,22550.0,South Dakota,0.204,0.35600000000000004,,,146.52,,0.209,39.209,,,0.772,0.759,0.222
TN,2020-06-13,72.5,0.39399999999999996,132798.5,Tennessee,0.12,0.375,0.055,0.047,224.07,0.08,0.191,66.0575,0.065,0.122,0.784,0.745,0.223
TX,2020-06-13,77.99999999999999,0.423,121062.0,Texas,0.174,0.311,0.054000000000000006,0.069,239.41499999999996,0.10400000000000001,0.213,92.72500000000001,0.047,0.11800000000000001,0.7509999999999999,0.728,0.228
UT,2020-06-13,65.8,0.384,115058.5,Utah,0.1,0.295,0.04,0.035,221.78999999999996,0.08900000000000001,0.182,72.4525,0.035,0.071,0.716,0.6829999999999999,0.305
VA,2020-06-13,77.3,0.392,117759.25,Virginia,0.15,0.27699999999999997,0.051,0.064,241.46999999999997,0.08199999999999999,0.18899999999999997,97.8335,0.039,0.11199999999999999,0.696,0.659,0.244
VT,2020-06-13,81.4,0.43200000000000005,17346.75,Vermont,0.267,0.35100000000000003,0.1,0.126,261.09,0.129,0.187,68.4545,,0.165,0.638,0.628,0.3
WA,2020-06-13,83.2,0.48,106173.25,Washington,0.231,0.349,0.045,0.068,267.33,0.099,0.247,96.9785,0.037000000000000005,0.12300000000000001,0.7290000000000001,0.696,0.264
WI,2020-06-13,80.3,0.456,118645.75,Wisconsin,0.14,0.34700000000000003,0.065,0.042,261.91499999999996,0.109,0.213,77.066,0.04,0.11199999999999999,0.797,0.763,0.203
WV,2020-06-13,81.30000000000001,0.441,21380.0,West Virginia,0.192,0.369,,,239.46,0.12,0.255,36.344,,,0.742,0.723,0.24600000000000002
WY,2020-06-13,66.7,0.465,9822.5,Wyoming,0.122,0.37799999999999995,,,165.96,,0.24600000000000002,38.6065,,,0.634,0.586,0.34600000000000003
AK,2020-06-20,81.3,0.431,9750.0,Alaska,0.23199999999999998,0.368,,,179.64,0.139,0.261,50.004000000000005,,0.134,0.642,0.625,0.332
AL,2020-06-20,79.60000000000001,0.354,124023.0,Alabama,0.109,0.321,,,220.23000000000002,0.08800000000000001,0.21,59.330000000000005,,0.064,0.757,0.7659999999999999,0.193
AR,2020-06-20,60.00000000000001,0.39,88026.5,Arkansas,0.11800000000000001,0.397,,,198.94500000000002,0.067,0.145,53.9855,,0.099,0.725,0.7120000000000001,0.23199999999999998
AZ,2020-06-20,73.7,0.435,106555.0,Arizona,0.11199999999999999,0.316,0.057999999999999996,0.052000000000000005,231.675,0.11900000000000001,0.207,70.82499999999999,0.039,0.106,0.674,0.628,0.32799999999999996
CA,2020-06-20,81.89999999999999,0.45799999999999996,114302.25,California,0.242,0.316,0.064,0.086,277.98,0.14,0.25,99.011,0.055,0.17800000000000002,0.748,0.711,0.235
CO,2020-06-20,80.10000000000001,0.389,117122.25,Colorado,0.139,0.35,0.059000000000000004,0.053,275.955,0.109,0.22,70.78699999999999,0.036000000000000004,0.1,0.763,0.7340000000000001,0.23
CT,2020-06-20,81.39999999999999,0.444,124869.25,Connecticut,0.18100000000000002,0.32,0.033,0.054000000000000006,280.21500000000003,0.08900000000000001,0.18,62.283500000000004,0.043,0.162,0.799,0.7659999999999999,0.19399999999999998
DC,2020-06-20,90.60000000000001,0.48100000000000004,141310.0,District of Columbia,0.36,0.292,,0.125,129.48000000000002,0.183,0.336,53.275499999999994,,0.22399999999999998,0.879,0.8170000000000001,0.175
DE,2020-06-20,84.3,0.419,24280.0,Delaware,0.134,0.29100000000000004,,,226.50000000000003,0.156,0.268,53.106500000000004,,0.13699999999999998,0.6629999999999999,0.6509999999999999,0.273
FL,2020-06-20,78.49999999999999,0.418,98695.5,Florida,0.151,0.28,0.047,0.066,254.21999999999994,0.09,0.22399999999999998,89.04850000000002,0.047,0.12300000000000001,0.735,0.705,0.25
GA,2020-06-20,74.6,0.452,123022.25,Georgia,0.18100000000000002,0.317,0.048,0.079,253.42499999999995,0.10800000000000001,0.207,75.489,0.055999999999999994,0.109,0.754,0.726,0.223
HI,2020-06-20,75.0,0.46,23260.25,Hawaii,0.273,0.32,,,284.24999999999994,0.18,0.27399999999999997,41.147,,0.217,0.672,0.64,0.259
IA,2020-06-20,78.69999999999999,0.391,97713.0,Iowa,0.124,0.259,,0.05,254.83499999999995,0.094,0.225,60.9505,,0.084,0.746,0.733,0.22899999999999998
ID,2020-06-20,78.39999999999999,0.364,98558.5,Idaho,0.106,0.35,,,225.86999999999998,0.069,0.146,61.374,,0.096,0.804,0.78,0.19899999999999998
IL,2020-06-20,79.89999999999999,0.423,116850.5,Illinois,0.196,0.285,0.048,0.069,274.59,0.12,0.262,82.25450000000001,0.051,0.145,0.762,0.723,0.22699999999999998
IN,2020-06-20,73.6,0.316,136324.75,Indiana,0.098,0.34299999999999997,0.032,0.071,230.745,0.071,0.168,88.89750000000001,0.027999999999999997,0.109,0.736,0.713,0.25
KS,2020-06-20,79.1,0.376,146156.5,Kansas,0.071,0.301,,0.053,231.225,0.1,0.158,59.733000000000004,,0.091,0.785,0.768,0.185
KY,2020-06-20,75.0,0.46399999999999997,99700.0,Kentucky,0.179,0.32299999999999995,0.068,0.121,242.76000000000002,0.15,0.254,64.92750000000001,0.05,0.133,0.755,0.7290000000000001,0.215
LA,2020-06-20,76.29999999999998,0.406,95335.0,Louisiana,0.121,0.299,,0.066,231.555,0.109,0.195,59.354,0.063,0.11199999999999999,0.794,0.774,0.20800000000000002
MA,2020-06-20,82.8,0.436,121339.5,Massachusetts,0.257,0.375,0.067,0.1,306.23999999999995,0.102,0.2,99.02399999999999,0.045,0.17300000000000001,0.765,0.738,0.212
MD,2020-06-20,79.3,0.406,106282.5,Maryland,0.21,0.32799999999999996,0.054000000000000006,0.078,252.195,0.10800000000000001,0.24600000000000002,97.888,0.046,0.145,0.7490000000000001,0.711,0.239
ME,2020-06-20,74.9,0.40299999999999997,91059.0,Maine,0.18600000000000003,0.27399999999999997,,0.10099999999999999,167.805,0.10400000000000001,0.187,59.30200000000001,,0.11800000000000001,0.721,0.703,0.268
MI,2020-06-20,85.3,0.42100000000000004,117043.75,Michigan,0.19899999999999998,0.358,0.049,0.084,261.255,0.156,0.247,88.3985,0.049,0.152,0.769,0.752,0.192
MN,2020-06-20,75.6,0.379,132088.0,Minnesota,0.11900000000000001,0.26899999999999996,0.039,0.059000000000000004,268.875,0.086,0.188,75.45000000000002,,0.083,0.7509999999999999,0.722,0.23800000000000002
MO,2020-06-20,70.30000000000001,0.431,125611.0,Missouri,0.11699999999999999,0.294,0.025,0.067,228.66000000000003,0.12,0.165,65.001,0.052000000000000005,0.113,0.8059999999999999,0.777,0.174
MS,2020-06-20,82.60000000000001,0.419,98385.0,Mississippi,0.113,0.38,,,174.855,0.131,0.222,51.02850000000001,,,0.794,0.764,0.21899999999999997
MT,2020-06-20,71.8,0.36200000000000004,125805.0,Montana,0.162,0.40299999999999997,,,256.185,0.07,0.18600000000000003,70.1895,,,0.65,0.63,0.276
NC,2020-06-20,83.3,0.434,119398.25,North Carolina,0.16399999999999998,0.363,0.04,0.086,287.16,0.11,0.192,95.0855,0.043,0.124,0.7290000000000001,0.695,0.268
ND,2020-06-20,69.10000000000001,0.354,80550.0,North Dakota,0.083,0.27,,,159.06,,0.20199999999999999,73.9785,,,0.731,0.726,0.261
NE,2020-06-20,73.30000000000001,0.373,110656.0,Nebraska,0.121,0.326,,,209.71500000000003,0.092,0.215,57.383,,0.08800000000000001,0.762,0.7440000000000001,0.23800000000000002
NH,2020-06-20,83.5,0.5,102718.5,New Hampshire,0.22699999999999998,0.395,,0.071,212.42999999999998,0.155,0.273,41.9675,,0.156,0.753,0.74,0.24
NJ,2020-06-20,86.9,0.431,103212.25,New Jersey,0.319,0.335,0.068,0.14,254.91,0.155,0.239,78.1465,0.07400000000000001,0.201,0.742,0.728,0.221
NM,2020-06-20,78.9,0.457,107193.0,New Mexico,0.13699999999999998,0.31,0.094,0.09300000000000001,323.64,0.115,0.207,65.88999999999999,,0.141,0.725,0.679,0.249
NV,2020-06-20,80.0,0.361,95431.0,Nevada,0.17,0.297,0.061,0.07,249.18000000000004,0.142,0.264,67.11250000000001,,0.124,0.6970000000000001,0.644,0.316
NY,2020-06-20,87.89999999999999,0.461,99642.0,New York,0.35200000000000004,0.33899999999999997,0.066,0.122,275.58000000000004,0.135,0.23399999999999999,84.4625,0.061,0.237,0.774,0.745,0.204
OH,2020-06-20,79.69999999999999,0.414,127098.5,Ohio,0.084,0.32299999999999995,0.036000000000000004,0.04,268.275,0.098,0.17600000000000002,66.375,0.031,0.115,0.789,0.775,0.19399999999999998
OK,2020-06-20,76.2,0.384,110977.5,Oklahoma,0.122,0.33399999999999996,,0.057,250.395,0.07,0.17600000000000002,59.283,,0.067,0.795,0.787,0.174
OR,2020-06-20,74.9,0.363,111512.75,Oregon,0.171,0.36,0.064,0.034,270.48,0.133,0.254,89.38,0.043,0.126,0.6809999999999999,0.632,0.317
PA,2020-06-20,86.7,0.475,109161.75,Pennsylvania,0.244,0.335,0.027999999999999997,0.091,271.305,0.133,0.25,88.209,0.07200000000000001,0.142,0.8,0.765,0.21100000000000002
PR,2020-06-20,88.0,0.493,55441.25,Puerto Rico,0.369,0.38799999999999996,0.105,0.17800000000000002,269.83500000000004,0.20800000000000002,0.363,42.099000000000004,,0.262,0.71,0.7,0.18100000000000002
RI,2020-06-20,79.89999999999999,0.47700000000000004,62510.0,Rhode Island,,0.27699999999999997,,,113.10000000000001,,0.215,41.698,,,0.815,0.754,0.201
SC,2020-06-20,69.0,0.353,108871.75,South Carolina,0.11199999999999999,0.316,0.057,0.04,245.59500000000003,0.076,0.21899999999999997,69.857,0.044000000000000004,0.122,0.762,0.7240000000000001,0.221
SD,2020-06-20,82.0,0.452,116795.0,South Dakota,0.162,0.391,,,268.93500000000006,,0.172,64.967,,0.141,0.838,0.812,0.14400000000000002
TN,2020-06-20,76.29999999999998,0.397,139070.25,Tennessee,0.132,0.32299999999999995,0.047,0.046,246.25499999999997,0.094,0.166,59.6325,0.055,0.12300000000000001,0.792,0.78,0.195
TX,2020-06-20,76.8,0.462,119812.75,Texas,0.13699999999999998,0.3,0.05,0.071,268.08000000000004,0.105,0.21899999999999997,90.536,0.038,0.12,0.742,0.7170000000000001,0.24100000000000002
UT,2020-06-20,68.1,0.32799999999999996,118209.75,Utah,0.095,0.243,0.036000000000000004,,226.51500000000001,0.07200000000000001,0.179,66.79050000000001,,0.067,0.687,0.6729999999999999,0.29
VA,2020-06-20,78.10000000000001,0.425,122690.0,Virginia,0.138,0.308,0.037000000000000005,0.064,266.32500000000005,0.096,0.217,95.50200000000001,0.053,0.13699999999999998,0.741,0.722,0.22699999999999998
VT,2020-06-20,86.9,0.425,9727.5,Vermont,0.213,0.366,0.08900000000000001,0.09699999999999999,123.37500000000003,,0.163,66.022,,0.121,0.6409999999999999,0.6409999999999999,0.285
WA,2020-06-20,81.1,0.419,114359.75,Washington,0.222,0.313,0.052000000000000005,0.076,275.68499999999995,0.11699999999999999,0.19899999999999998,101.85050000000001,0.052000000000000005,0.14800000000000002,0.733,0.6940000000000001,0.251
WI,2020-06-20,74.4,0.377,135002.0,Wisconsin,0.145,0.353,0.049,0.038,268.815,0.094,0.19699999999999998,62.8145,0.035,0.102,0.775,0.765,0.196
WV,2020-06-20,81.2,0.495,51371.25,West Virginia,0.17300000000000001,0.40700000000000003,,,112.02,0.17600000000000002,0.20800000000000002,48.1695,,0.162,0.8059999999999999,0.746,0.223
WY,2020-06-20,69.8,0.318,11072.5,Wyoming,0.145,0.38799999999999996,,,178.49999999999997,0.132,0.133,40.7815,,,0.7240000000000001,0.6890000000000001,0.255
AK,2020-06-27,81.1,0.49700000000000005,76965.75,Alaska,0.18100000000000002,0.268,,,202.79999999999998,0.145,0.273,75.0695,,0.095,0.655,0.64,0.27899999999999997
AL,2020-06-27,71.89999999999999,0.376,142402.5,Alabama,0.11699999999999999,0.363,,,244.28999999999996,0.099,0.2,66.125,,0.087,0.7929999999999999,0.789,0.161
